Aboni gazeton, revuon, servon, dissendolisto.
Kaj kio estas la kialo?
Kaj kio okazis poste fine?
Kaj kio pri la lernejoj?
Kaj kio rezultis el tio?
Kaj kiom ankoraŭ estas antaŭe!
Kaj kiom kostas tia vojaĝo?
Kaj kiom ruza li estis!
Kaj kion diri en Esperanto?
Kaj kion li do trovos?
Kaj kion li povus respondi?
Kaj kion ni havas jene?
Kaj kion ni ne scias.
Kaj kion oni promesas anstataŭe?
Kaj kion vi nun elpensos?
Kaj kion ŝi vere intencis?
Kaj kiu estas tiu junulino?
Kaj kiu iam pentris ilin?
Kaj konfuzi ŝin povus neniu.
Kaj konservaĵojn iajn mi havas.
Kaj konsideru la jenan demandon.
Kaj konstante diskreta kaj ĝentila.
Kaj konversacii iam vere necesas.
Kaj krom vi neniu povas.
Kaj krome, bonvolu ne krii.
Kaj krome, ili estis brulvunditaj.
Kaj krome, tute ne uzebla.
Kaj kun la konservaĵa fabriko.
Kaj kun tempo ĉio forpasos.
Kaj kunlabori inter niaj asocioj.
Kaj kutime venas io nova.
Kaj la alia fraŭlino same.
Kaj la alilandano estas sendanĝera!
Kaj la alta estraro forestis.
Kaj la arbo estis feliĉa.
Kaj la arbo estis feliĉa.
Kaj la bervalano kunportas cigaredojn.
Kaj la brako estas malbona.
Kaj la brando neniom helpis.
Kaj la cirkonstancoj naskis spritaĵon.
Kaj la domo estas malgranda!
Kaj la flegistino ne venas.
Kaj la grenejo estas malplenegaj.
Kaj la homoj komprenis tion.
Kaj la jaro antaŭ tiu.
Kaj la kapitano momente mortis.
Kaj la karnavalo estas malbona.
Kaj la kaŭzojn ne klarigu.
Kaj la kialoj bone intuicieblas.
Kaj la kubutoj estis akraj.
Kaj la lumo ne helpis.
Kaj la malsano tuj ĉesis.
Kaj la nivelon de aktiveco.
Kaj la partoprenantoj ankaŭ amuziĝis.
Kaj la patro des pli.
Kaj la pegoj malmulte malfruiĝas.
Kaj la plantoj komencis kreski.
Kaj la policano skribis protokolon.
Kaj la popolo tion kredas.
Kaj la porkido vekriis plengorĝe.
Kaj la praktiko okazos tie.
Kaj la reĝo estas granda.
Kaj la servistino timigis min!
Kaj la superstiĉo ja fortas.
Kaj la tempo ĉion kuracas.
Kaj la terpomo el terpomo.
Kaj la vetero konstante ĉarmis.
Kaj la ĵurnalisto vere stuporiĝis.
Kaj li havis grandan forton.
Kaj li komencis malkovrojn faradi.
Kaj li malaperis tuj forkurante.
Kaj li remetis la aŭskultilon.
Kaj li uzis sian devenon.
Kaj li ĝisvivis la venkon.
Kaj liaj okuloj iĝis timigitaj.
Kaj lian edzinon same priridis.
Kaj lin formanĝis niaj famuloj!
Kaj malegoistaj homoj estas senkoloraj.
Kaj malofte vi trovas ĝin.
Kaj malsupre estis nekutima mondo.
Kaj mendado ne estas bezono.
Kaj mi abomenas mian aspekton.
Kaj mi al timbalo batos.
Kaj mi al vi ordonas.
Kaj mi a­vantaĝas ne malmulte.
Kaj mi devos iri sola.
Kaj mi deziras esti kuracisto.
Kaj mi ekiris kaj metis.
Kaj mi eĉ riĉigis almozulojn.
Kaj mi faris tion provokante.
Kaj mi iris kun ŝi.
Kaj mi ja enjungis min.
Kaj mi malŝategas stari sursceneje.
Kaj mi mem ne komprenas.
Kaj mi mem tre hastas.
Kaj mi ne bezonas vin.
Kaj mi ne demandos lin.
Kaj mi ne esperis vane.
Kaj mi ne kondamnas lin.
Kaj mi plenumu la mian.
Kaj mi povos kontribui iom.
Kaj mi resaniĝos, estu trankvila.
Kaj mi ridas kaj hontas.
Kaj mi staris kaj ruĝiĝis.
Kaj mi suferas kun ĝi.
Kaj mi volas forĉasi ĝin.
Kaj mia avo komprenis min.
Kaj mia marmoto kun mi.
Kaj mia telefono estis malŝaltita.
Kaj miaj oreloj sentis ŝtopaj.
Kaj min mem oni skoldis.
Kaj multaj aliaj citaĵoj eblas.
Kaj multaj aliaj ekzemploj abundas.
Kaj ne estas ia eraro.
Kaj ne kiel al homo.
Kaj ne komprenadis li ofte.
Kaj ne malhelpis al ili.
Kaj ne memoras mi vin.
Kaj ne nur al mi.
Kaj ne nur la dentoj.
Kaj ne pli ofte revenu.
Kaj ne pro honto, ne!
Kaj ne tre sovaĝaj, bedaŭrinde.
Kaj necesas atendi internan eksplodon.
Kaj neniam estos plena ĝojo.
Kaj nenio plu estas bezonata.
Kaj neniu el ili ekscios!
Kaj neniu povas praktiki ilin.
Kaj neniu pri ili sciis.
Kaj neniu scias lian nomon.
Kaj ni estas homoj fremdaj.
Kaj ni ja ne hastas!
Kaj ni kion faras responde?
Kaj ni komencu komunan masturbadon“.
Kaj ni ne estas batalemaj.
Kaj ni ne tro senesperiĝu.
Kaj ni sidadis kun libroj.
Kaj ni unue ĉe distanco.
Kaj nun Eris anstataŭu vin.
Kaj nun al la alia.
Kaj nun kiuj loĝas tie?
Kaj nun li fripono fariĝis!
Kaj nun necesas la batalo.
Kaj nun permesu vin ekkisi!
Kaj nun tiu mito mankas.
Kaj nun vesperis kaj pluvegis.
Kaj nur infanoj neniun timas!
Kaj nur la humursento savis.
Kaj nur pri sia malsanulejo.
Kaj observanto estis ie flanke.
Kaj okazis io neatendinta, neakceptebla.
Kaj oni certe trovas tiajn.
Kaj oni povas movi sin.
Kaj pensu, ke estas loko.
Kaj per vortoj ni pensas.
Kaj pli lertas en mastrumado.
Kaj por kio ĝi tiam?
Kaj post tio li ekrememorigadis.
Kaj poste ili iris hejmen.
Kaj poste ili ŝin murdu.
Kaj poste ni havos vortaron.
Kaj poste serĉi teknikaj solvoj.
Kaj poste uzi ilin konvene!
Kaj poste vi trovis brandon!
Kaj poste ŝi enlitigas min.
Kaj poste ŝi komencis hardiĝi.
Kaj poste ŝi komencis sufokiĝi.
Kaj poste ĉio iĝis simpla.
Kaj povas disputi ankoraŭ tiom.
Kaj preferinde aŭskultu tion ĉi.
Kaj pri Samarkando ŝi rakontis.
Kaj pri boteloj ekzistas malfacilaĵoj.
Kaj pri kio disponas ni?
Kaj pri la generalo same.
Kaj pri multaj aliaj temoj.
Kaj rakontis pri lia morto.
Kaj reagis al kelkaj aliaj.
Kaj ree estis neniaj laŭdoj.
Kaj ree la rimedo elĉerpiĝas.
Kaj ree respondo ne sekvis.
Kaj regi per moralaj koroj.
Kaj restis kontenta pri tio!
Kaj rezultoj de tio sekvis.
Kaj rifojn ĉiam eblas ĉirkaŭiri.
Kaj same esplori la situacion.
Kaj sciis iel mirinde skrupule.
Kaj se lertega, tiam politikisto!
Kaj sendepende de la lando.
Kaj soldatojn konservi sian edzinon.
Kaj subite la espero malaperis.
Kaj subite venis suna tago.
Kaj sufiĉas, mi volas dormi!
Kaj sur tio ni finu.
Kaj taburetojn movas kun bruo.
Kaj tamen ekzistas tiaj teknikoj.
Kaj tamen mi devis paroli.
Kaj tamen mi devus rakonti.
Kaj telefone parolu per aludoj.
Kaj tiaj por la vivodaŭro!
Kaj tial estiĝas pliaj disiĝoj.
Kaj tiam ili min mobilizis.
Kaj tiam li sentis nenion.
Kaj tiam mi kisis ŝin.
Kaj tiam okazas la kalkulado.
Kaj tiam oni ne kompatu.
Kaj tiam subitis la fino.
Kaj tian amikon mi havis.
Kaj tie kuŝas la problemo.
Kaj tie vi trovis ŝin.
Kaj tiel estas en ĉio.
Kaj tiel komenciĝis la traserĉo.
Kaj tiel miaj tagoj pasa.
Kaj tiel ni povus daŭrigi.
Kaj tiel plibonigi la programon.
Kaj tiel ĝi efektive estis.
Kaj tio ankaŭ min ĝenis.
Kaj tio aĉas laŭ mi.
Kaj tio estas certe malperfekteco.
Kaj tio estas kio vi?
Kaj tio estas la paradokso.
Kaj tio estas nur komenco.
Kaj tio estas tre esperiga.
Kaj tio estas tre grava.
Kaj tio estas treege bedaŭrinda.
Kaj tio eĉ estas bagateloj!
Kaj tio fakte esence estas.
Kaj tio konvenas al vi.
Kaj tio ne estas vico!
Kaj tio ne tiom malbonas.
Kaj tio ne ŝajnas okazi.
Kaj tio okazis multfoje sinsekve.
Kaj tio validas ankaŭ male.
Kaj tio ŝajnas iĝi problemeto.
Kaj tion ili nomas omaĝo!
Kaj tion konfirmis konvinkaj ekzemploj.
Kaj tion li ne havas.
Kaj tion mi ankaŭ faris.
Kaj tion mi ne vidas.
Kaj tion mi pleje kontestas.
Kaj tiu estus ja escepto.
Kaj tiu koeficiento konstante pligrandiĝas.
Kaj tiun Zamenhof neniam ricevis.
Kaj tiun rabi rajtas neniu!
Kaj tre kompatis la tekruĉon.
Kaj tre ĝojis la popolo.
Kaj trovi utilon al ili.
Kaj tuj haltigis tian fantazion.
Kaj tute fieras pri tio!
Kaj unu penso tre ĝenerala.
Kaj venis sur kvar piedoj.
Kaj venis tempo de adiaŭo.
Kaj vere tia ĝi estis.
Kaj verŝajne ŝi spertis same.
Kaj vi al mi kroĉiĝas.
Kaj vi devas tion scii.
Kaj vi estas tute aliaj.
Kaj vi famiĝos pri rekordoj.
Kaj vi faras tion, kara.
Kaj vi gardas mian sonĝon.
Kaj vi meritas esti feliĉa.
Kaj vi ne havas delfenojn.
Kaj vi povas enmeti pliajn.
Kaj vi volas, kial ne?
Kaj vi ĉiam vendos Vindozon.
Kaj via inĝeniero kie estas?
Kaj vian kandidatecon li aprobis.
Kaj vidas ŝi teruran arbaron.
Kaj vidu, li ne eraras.
Kaj virkokon oni ne donas.
Kaj vizitu, se eble, kunveno.
Kaj vodkon drinkas ĝis maldeco.
Kaj ĉar ĝenas nin ĝeni.
Kaj ĉe tio nomu referencojn.
Kaj ĉefe, ekzistas civitana pozicio.
Kaj ĉefe, li estas eterna.
Kaj ĝemadis per homa voĉo.
Kaj ĝenerale ankaŭ reprezentas virinon.
Kaj ĝenerale ankaŭ reprezentas viron.
Kaj ĝi al li helpadis.
Kaj ĝi altiros la spektantojn.
Kaj ŝi argumentas la respondon.
Kaj ŝi aŭdis ĉielan muzikon.
Kaj ĝi disponeblas en Esperanto!
Kaj ĝi donos duoblan rezulton.
Kaj ĝi estas precize Esperanto!
Kaj ŝi estas senkondiĉa patrino.
Kaj ĝi estas vere ĉarma.
Kaj Ŝi estis por Li.
Kaj ĝi ne tuj akireblas.
Kaj ĝi plaĉis al mi.
Kaj ŝi preskaŭ tiel pensis.
Kaj ŝi pretigis la viskiojn.
Kaj ŝi strebas en Moskvon.
Kaj ĝi vere estis aŭskultinda!
Kaj ŝi, kion ŝi sonĝis?
Kaj ŝiaj lipoj sensone moviĝis.
Kaj ĉie oni nin manĝigas.
Kaj ĉio estu diligenta, kultura.
Kaj ĉio komencadis ŝajni neekzistanta.
Kaj ĉio pro tiuj fremduloj!
Kaj ĉio viva estas via.
Kaj ĉirkaŭstrekis ĝin per cirkleto.
Kaj ĉiuj de ni samtempe.
Kaj ĉiuj havis egalajn okulojn.
Kaj ĉiuj homoj sekvis lin.
Kaj ĉu eblas elpensi tiaĵon?
Kaj ĉu la Sankta Dento?
Kaj ĉu mi faras erarojn?
Kaj ĉu pardonis mian edzon?
Kaj ĉu stilon vi havas?
Kaj ĉu tion asertas vi?
Kaj ĉu tiu ĉi permesus?
Kaj ĉu vi scias kion?
Kaj ĉu vi scias, kial?
Kaj ĝui la lingvon resp.
Kaj ĝuste tion ili faris.
Kaj ĝuste tiu stulteco ĉagrenigas.
Kaj, certe, la perlamotaj fulmoj.
Kaj, je dio, pardonu min.
Kaj, kio estas la moralo?
Kaj, kompreneble, ili trovis Esperanton.
Kaj, kompreneble, sisteme ataki Israelon.
Kaj, ne adiaŭinte, li foriris.
Kalifornio estas ĝenerale Demokrata ŝtato.
Kamparanoj kultivas ĉi tie terpomojn.
Kampoj estis kovritaj de herbaĉoj.
Kanado okupiĝus pri robota sistemo.
Kapeloj kaj preĝejetoj estis konstruataj.
Kaptita, ŝi nenion deziris paroli.
Kara Stanislavo, mi gratulas vin.
Kara, mi ne kontraŭas Vin.
Karaj amikoj, mi estas Pluveta.
Karaj membroj de nia klubo!
Karaj uzantoj de nia paĝaro!
Karega, dankon pro via vizito.
Karlo parolas Esperante tre flue.
Katedralo Sankta Bazilio de Moskvo.
Katolika preĝejo plu ĝin disvolvadis.
Kaŝu nenion, kio ĝi estas.
Kaŭzis tion la loka geografio.
Ke ili ludas kune bone.
Ke ni entute kapablas vivi.
Ke tio ne koncernas ilin.
Ke ĝi plaĉu kaj utilu!
Kelkaj artikoloj entenas nur frazon.
Kelkaj bicikloj renversiĝis kaj difektiĝis.
Kelkaj demandis lin, li respondis.
Kelkaj estas konataj gaelaj verkistoj.
Kelkaj estas sciigitaj al ni.
Kelkaj landoj estas geografie malfavorataj.
Kelkaj malpligrandiĝas fare de aldoni.
Kelkaj momentoj estas speciale magiaj.
Kelkaj printiloj uzas sublimadajn farbojn.
Kelkaj retligoj ne plu funkcias.
Kelkaj sesioj estis plene rezervitaj!
Kelkaj situacioj tamen malpli simplas.
Kelkaj specioj havas nigran kronon.
Kelkaj tigoj povas deponi materialojn.
Kelkajn jarojn poste ili geedziĝis.
Kelkajn mi eĉ trovis belajn.
Kelkajn mi mencias ĉi tie.
Kelkajn reguletojn bone estas memorteni.
Kelkfoje abdomenaj doloroj akompanas ekstaziĝon.
Kelkfoje aperas io interesa tie.
Kelkfoje aŭdiĝas fordorma, duonvoĉa murmuro.
Kelkfoje mi ridis kiel infano.
Kelkfoje mi sentas min soleca.
Kelkfoje ni kunvenas en kafejoj.
Kelktempe troviĝis densaj grizaj nuboj.
Kia agrabla kaj bonvena surprizo!
Kia devas esti estonta kulturo?
Kia do estas via impreso?
Kia estas la gazeto Floroj?
Kia favora vento vin alirigis?
Kia feliĉulo estis tiu leterportisto!
Kia freneza estis la nokto!
Kia giganta laboro, kredu min.
Kia kutimo estas inter esperantistoj?
Kia lukso por la kompostisto!
Kia malordo fariĝus en Egipto!
Kia manovro malantaŭ tio kaŝiĝas?
Kia nun povis esti kino!
Kia ornamaĵo fare de Dio!
Kia plezuro legi vian mesaĝon!
Kia sekreto, mistero ĝi estas?
Kia senco estas en tio?
Kia vi estus sen muziko?
Kia ĝi estos, almenaŭ proksimume?
Kia ĝojego por la geedzoj!
Kiaj do plendoj kaj maljustaĵoj?
Kiaj gastoj estas en malsanulejo?
Kiaj tio estis bonaj leteroj!
Kiajn diplomojn havas la spertulo?
Kiajn kapablojn havas la spertulo?
Kiajn novaĵojn el via vilaĝo?
Kiajn problemojn vi vidas tiurilate?
Kiajn reagojn vi ricevis tiam?
Kiajn spertojn havas la spertulo?
Kial Esperanta literaturo estu tradukata?
Kial do la senĉesa malamikeco?
Kial do mi eksentis angoron?
Kial do ne en Esperanto?
Kial do tiu bruo, sinjoroj?
Kial do vi ne scias?
Kial do vi venis Dresdenon?
Kial estas ĉi tiu okazanta?
Kial homoj volas lerni lingvojn?
Kial ili devis esti mortigitaj?
Kial ili kolektiĝas ĉi tie?
Kial ili ne estis protektitaj?
Kial ili ne povas repaciĝi?
Kial ili venas ĉi tien?
Kial ili venas ĉi tien?
Kial ili volus tion fari?
Kial iu volus paroli ĝin?
Kial kanti, se aŭskultas neniu?
Kial kastila kaj ne hispana?
Kial la Cirkvito devus kondolenci?
Kial la indianino kriis hispane?
Kial la malsanulo havas malfacilaĵojn?
Kial la maŝinoj ne obeis?
Kial la monstro ne stariĝas?
Kial la oftaj sangaj venĝoj?
Kial la trajno ne iras?
Kial li aspektas tiel feliĉa?
Kial li do estu trista?
Kial li fariĝis tiel kurba?
Kial li ilin neniam demetas?
Kial li ne sentis doloron?
Kial mi devas lerni Esperanton?
Kial mi devus fidi tion?
Kial mi devus lerni Esperanton?
Kial mi dividos kun li?
Kial mi estas via paĉjo!
Kial mi estas ĉi tie?
Kial mi kredas je Esperanto?
Kial mi ne konfesus tion?
Kial mi povus nun vomi?
Kial mi skribas pri tio?
Kial mi spektis la filmon?
Kial mi traktas tion malsame?
Kial mi trovas ĝin interesa?
Kial ne bati timbalojn, ĉu?
Kial ne elekti logikan lingvon?
Kial ne estas monde konata?
Kial ne krei aliajn grupojn?
Kial ni atendu ilin plue?
Kial ni estas ĉi tie?
Kial nun vi selektas esperanton?
Kial oni malŝatas tiun nombron?
Kial oni min ne levis?
Kial oni permesas havi mortigilon?
Kial oni volas vendi ĝin?
Kial principa malŝato al normalaĵoj?
Kial temas nur pri Rusujo?
Kial tio laŭ vi okazas?
Kial tio tiom maltrankviligas vin?
Kial tiu demando interesas min?
Kial vi bezonas ĝin, pedagogo?
Kial vi demandas pri tio?
Kial vi diras stultaĵojn, Anĝelo?
Kial vi do forlasis lin?
Kial vi ekhavis tiun impreson?
Kial vi estas malgaja, maristo?
Kial vi lanĉis tiun projekton?
Kial vi malfermis la fenestron?
Kial vi ne batas min?
Kial vi ne konfesu sincere?
Kial vi ne ludas fokstroton?
Kial vi ne manĝas salmon?
Kial vi ne utiligas Esperanton?
Kial vi perturbas pro bagateloj?
Kial vi rigardas, bela gazelo?
Kial vi riproĉas vian filon?
Kial vi tenis vian edzon?
Kial ŝi foriris tiel rapide?
Kial ĝi luktas por samrapidi?
Kial ĉiam fari ion seriozan?
Kial ĝis nun ne homo?
Kial ĉiuj malŝatas tiun nombron?
Kialo por ĝoji apenaŭ ekzistas.
Kialoj pravaj estas facile diveneblaj.
Kiam ajn, sed ne nun.
Kiam ili revidos sin reciproke?
Kiam ili volas viziti lin?
Kiam kunmetitaj, ili formas globon.
Kiam la vetero fariĝos varma.
Kiam la ĉerizoj estas maturaj.
Kiam li admonas, li ploras.
Kiam li riproĉas, li teruriĝas.
Kiam luksan lokon en paradizo.
Kiam mi ekkomprenos, mi malaperos.
Kiam mi kuris, li haltis.
Kiam mi vidis ŝin lastfoje?
Kiam venis nokto, lampiroj lumiĝis.
Kiamaniere ni lasas nin trompi?
Kiamaniere tamen oni faru tion?
Kian biografion altrenis al mi?
Kian diablon vi ankoraŭ bezonas?
Kian do tio havas signifon?
Kian haŭtkoloron havis la Madono?
Kian praktikan signifon tio havas?
Kian programon oni ŝatus verki?
Kie diable estas tiu stultulo?
Kie do estas la problemo?
Kie do kuŝas la problemo?
Kie eblas, tie riverencu, petu.
Kie efektive estas la vero?
Kie ekzakte mi estis malĝentila?
Kie estas la centra povo?
Kie estas la geografia karto?
Kie estas la kritikaj voĉoj?
Kie estas la maldekstra pordo?
Kie estas la promesitaj tabuloj?
Kie estas la vera edzo?
Kie estas realaj vivaj homoj?
Kie estis la tuta familio?
Kie iris la prezidanta buĝeto?
Kie li do nun estas?
Kie mi havas la numeron?
Kie ni povas trovi Dion?
Kie ni trovos la monon?
Kie oni sekcu la landon?
Kie trovis vi la foton?
Kie vi do vidis ŝin?
Kie vi lasos la aŭton?
Kie vidis li tian vizaĝaĉon?
Kie ŝi vidis tian vizaĝon?
Kie, kiel mi akiru ĝin?
Kiel Kristo krucumita pro ne!
Kiel Li povis tion rigardi?!
Kiel Vi prijuĝas lian rolon?
Kiel agi en konkreta situacio?
Kiel al tio rilatas vi?
Kiel altan rangon mi atingis!
Kiel alten oni povas grimpi?
Kiel atingas nin la informoj?
Kiel atributoj ili estas neŝanĝataj.
Kiel aĝa estis ĝia aŭtoro?
Kiel bedaŭrinda kaj vana deziro!
Kiel belan kaprinon vi havas!
Kiel bele estas ĉi tie!
Kiel bone nun estas hejme!..
Kiel diafane maldika ŝi estas!
Kiel do kompreni la kunmetaĵojn?
Kiel do li faris tion?
Kiel do povis tio okazi?
Kiel do saviĝis via knabo?
Kiel do tio povis okazi?
Kiel do ĝi povas esti?
Kiel elekti la bonajn lignaĵojn?
Kiel eliri el la situacio.
Kiel estiĝis tiu mankohava lernado?
Kiel gaje, sed kiel serioze!
Kiel glacio kiam ĝi fandiĝas.
Kiel grandan feliĉon ĝi kaŭzis!
Kiel homo parolu kun vi?
Kiel ili rilatis inter si?
Kiel i­magi elreviĝon pli varmegan?
Kiel kiu mi tien iros?
Kiel kompreni la lingvon Idon.
Kiel konfuzigaj estis tiuj ŝanĝiĝoj.
Kiel konstante instrua kaj vera!
Kiel kutime, mi lasis mesaĝojn.
Kiel la alia mi reagus?
Kiel la socio pluvivos tion?
Kiel la socioj administras ĝin?
Kiel li faris tiun konkludon?
Kiel li kaptis la ŝancon?
Kiel li povus ekscii tion?
Kiel li reagis al tio?
Kiel li sukcesos ĉi tie?
Kiel li tion ne faris?
Kiel libroj aperas sur bretoj?
Kiel mi mistrafis la konekson?!
Kiel mi povas fari tion?
Kiel mi povus lin instrui?
Kiel mi respondis al li?
Kiel multaj belaj homoj paŝas!
Kiel ni estas stulte naivaj!
Kiel ni fari tion nomas?
Kiel ni reagas antaŭ pejzaĝo?
Kiel ni transiros la riveron?
Kiel ni uzas viajn kotizojn?
Kiel nomi ilin en Esperanto?
Kiel nomiĝas tiu flava birdeto?
Kiel okazas tiuj ekonomiaj interŝanĝoj?
Kiel oni aĉetas la terpecon?
Kiel oni devas tion kompreni?
Kiel oni difinas psikan malsanon?
Kiel oni diras ĉe vi?
Kiel oni ekfaru ion tian?
Kiel oni unuiĝu sen amo?
Kiel rapide la tempo pasas!
Kiel rapide pasas la tempo!
Kiel reagis nia klera eŭropano?
Kiel reale estas la faktoj?
Kiel rivero formas sian vojon.
Kiel solvi la financan aferon?
Kiel statas viaj planoj nun?
Kiel strange ili sin vestis!
Kiel terura mia memoro estas!
Kiel tio al vi plaĉas?
Kiel tio plaĉas al vi?
Kiel tio utilas al mi?
Kiel tiu tempo rapide pasas!
Kiel traduki tion en Esperanton?
Kiel trejnitaj estas viaj langoj!
Kiel vi deziras, tiel estu.
Kiel vi ekregis miajn gardistojn?
Kiel vi elektas la retejojn?
Kiel vi havas tian penson?
Kiel vi klarigus la senfinon?
Kiel vi kun li konatiĝis?
Kiel vi nomigas ĝin esperante?
Kiel vi povas kredi tion?
Kiel vi povis ĝin vidi?
Kiel vi priskribus vian infanaĝon?
Kiel vi rigardas al tio?
Kiel vi sciis skribi ĝin? 
Kiel vi similas al homo!
Kiel vi vidas, bunta numero.
Kiel vi ĝin ne komprenas?
Kiel ĝi funkcias en praktiko?
Kiel ĝi funkcias kaj kial?
Kiel ĝi povus esti sama?
Kiel ĉiam mi iris sola.
Kiel ĉion, ke li solvis.
Kiel, kie, kiu faris eraron?
Kiel, ne estas la loko?
Kien do li povis perdiĝi?
Kien do vi vokas min?
Kien iris do la predo?
Kien kaj kiel ni rigardas?
Kien meti tiom da aĵoj?
Kien mi iros dormi dumnokte?
Kien oni navigu, tiuj buboj?
Kien oni povos forĵeti malpuraĵojn.
Kien vi penadas, bona maljunulo?
Kien vi veturigos min unue?
Kio ajn estu, ŝi forveturos.
Kio al ili ĉiuj okazis?
Kio al vi okazis hodiaŭ?
Kio alia okazis tiun jaron?
Kio atendas vin en Moskvo?
Kio do ankoraŭ povus esti?
Kio do estas pli ordinara?
Kio do la knabon malĝojigas?
Kio do rezultos el tio?
Kio do sekvas el tio?
Kio do tie estas presita?
Kio do vi estas nun?
Kio efikas sur la lasta?
Kio estas efektiva fera bastiono?
Kio estas en la forno?
Kio estas en la gazeto?
Kio estas en la ĉambro?
Kio estas en lia mano?
Kio estas en via korbo?
Kio estas en via sako?
Kio estas fakte akustika koncerto?
Kio estas kun vi hodiaŭ?
Kio estas la bazaj principoj.
Kio estas la bretona kulturo?
Kio estas la diplomata statuso.
Kio estas la forceja efekto?
Kio estas la granda interkonsento?
Kio estas la libera softvaro?
Kio estas la respublikana libereco?
Kio estas la verda standardo?
Kio estas malbona pri tio?
Kio estas mondo sen diskuto?
Kio estas neŝatebla pri tio?
Kio estas parolanto, parolinto, parolonto?
Kio estas punato, punito, punoto?
Kio estas sur la fenestro?
Kio estas tigro kaj leono?
Kio estas tio por ili?
Kio estas tiu eligita fajrero?
Kio estas tiu impertinentaĵo, finfine?
Kio estas viaj pensoj sinjorinoj?
Kio estas ĉi tiu vivo?
Kio estas, nu, la vulgareco?
Kio estis ne estos denove.
Kio facile riceveblas, valoras malmulte.
Kio kondukis al tiuj okazaĵoj?
Kio li estas sen ŝi?
Kio mi estas por vi?
Kio nin en estonto atendas?
Kio okazis al liaj okuloj?
Kio okazis al nia tempo?
Kio okazis al tiu heredaĵo?
Kio okazis al via voĉo?
Kio okazis du tagojn poste?“
Kio okazis kun nia ĉarmulino?
Kio okazis post la vojaĝo?
Kio okazos al la knabo?
Kio okazos tie, en estonteco?
Kio por tio estas bezonata?
Kio povas okazi tie interne?
Kio povus esti la kaŭzo?
Kio ridiga estas en tio?
Kio tiumomente detenus tiun homon?
Kio validas, estas mi mem.
Kio venis en vian kapon?
Kio, karulo, okazas al vi?
Kio, se tio estas turkoj?
Kiom belan jakon vi surhavas.
Kiom bone kontentigi la kliento?
Kiom da Esperantistoj havas tion?
Kiom da homoj tion asertas?
Kiom da ili mi havis!
Kiom da jaroj havas vi?
Kiom da jaroj vi havas?
Kiom da junuloj estas nealfabetigitaj?
Kiom da mono vi havas?
Kiom da partoprenintoj ni havas?
Kiom da pomoj vi havas?
Kiom da sanktuloj tion sukcesis!
Kiom da supo ili ricevis?
Kiom da supo vi manĝas?
Kiom estas du kaj kvin?
Kiom for vi povas iri?
Kiom kostas al la ekzamenantoj?
Kiom kostas al la gelernantoj?
Kiom longe do ĝi flugis?
Kiom manĝi tiu ulo povis!
Kiom multe devis Kristo labori!
Kiom oni veturis laŭ mortintoj?!
Kiom realaj estos la komputiloj?
Kiom terure peze por vi.
Kioma horo estas nun precize?
Kioman fojon vi vidas min?
Kion Vi deziras de mi?
Kion ankoraŭ ni povos fari?
Kion atingis ili ĉiuj kune?
Kion bonan vi trovis tie?
Kion da partoprenantoj ni atendas?
Kion devus eviti fari esperantistoj?
Kion deziras tiu persista turmentanto?
Kion diable tiu stultulo priparolas?
Kion diras la franca leĝo?
Kion diras optimistoj pri novembro?
Kion diras sciencon al ni?
Kion diri al la homoj?
Kion diri pri la hotelo?
Kion diri pri la posttagmezo?
Kion diri pri la skulptaĵoj?
Kion diri pri ĉi libro?
Kion do esperas la kristanoj?
Kion do mi povas fari?
Kion do vi nun faras?
Kion eblas ricevi de ĝi?
Kion efektive tio ĉi signifas?
Kion faras via planto nun?
Kion faras ĉi tie vagono?
Kion fari en tia okazo?
Kion fari je la kofroj?
Kion fari kun tiu riĉaĵo?
Kion faris demokratio por Hispanio?
Kion faru ni, katolikaj esperantistoj?
Kion ili alportis al ni?
Kion ja mi vidis propraokule?
Kion kaj kiujn ĝi celas?
Kion konkludi el ĉi ĉio?
Kion lasis ili post si?
Kion li al vi respondis?
Kion li deziras de mi?
Kion li diros al mi?
Kion mi diras, eĉ fenicianoj!
Kion mi diru al ili?
Kion mi dirus al ili?
Kion mi faros por Esperantujo?
Kion mi faru kun ĝi?
Kion mi faru per ĝi?
Kion mi per tio akiros?
Kion mi vidas ĉi tie?
Kion mi ĉi tie faras?
Kion ni alie povas konkludi?
Kion ni esprimas per ĝi?
Kion ni konkludu el tio?
Kion ni kun ili faru?
Kion ni trovos en ĝi?
Kion povas fari la mondo?
Kion povis doni superfluaj vortoj?
Kion povus fari Landaj Reprezentantoj?
Kion precize signifas „plensence traduki“?
Kion pri la Papeca Institucio?
Kion pri la morto denove?
Kion pri la ploranta viro?
Kion serĉas la kristana fido?
Kion signifas esti perdita nuntempe?
Kion signifas tiuj malsamaj oftecoj?
Kion signifas tiuj ĉi vortoj?
Kion signifas uzi malbonan lingvon?
Kion signifas ĉi tiu verbo?
Kion signifas ĉiuj ĉi manovroj?
Kion valoras postuloj ĉi tie?
Kion vere signifus tia evoluo?
Kion vi al tio respondos?
Kion vi atendas post demando?
Kion vi deziras de mi?
Kion vi deziras de ni?
Kion vi diras pri mi?
Kion vi diras pri tio?
Kion vi diris pri matematikistinoj?
Kion vi faras en hospitalo?
Kion vi faras ĉi tie?
Kion vi faris por Esperanto?
Kion vi intencas fari plu?
